# Year   Month    mean SSN   std SSN
  1984      04        7.05      3.15
  1984      05        6.85      2.14
  1984      06        5.04      1.74
  1984      07        4.63      2.01
  1984      08        3.24      1.16
  1984      09        3.41      2.04
  1984      10        3.04      2.13
  1984      11        3.65      2.67
  1984      12        3.23      2.27
  1985      01        3.20      2.25
  1985      02        2.84      2.67
  1985      03        3.15      2.06
  1985      04        3.32      1.70
  1985      05        3.39      1.48
  1985      06        3.39      1.86
  1985      07        3.23      1.96
  1985      08        2.75      2.20
  1985      09        2.02      1.26
  1985      10        3.36      2.32
  1985      11        2.46      1.02
  1985      12        3.81      2.77
  1986      01        2.42      1.38
  1986      02        3.33      1.74
  1986      03        3.33      1.81
  1986      04        3.45      1.93
  1986      05        2.83      2.11
  1986      06        2.05      0.33
  1986      07        2.89      2.50
  1986      08        1.75      1.39
  1986      09        2.22      2.08
  1986      10        3.89      2.20
  1986      11        3.45      2.63
  1986      12        2.59      1.52
  1987      01        2.27      1.36
  1987      02        2.29      1.07
  1987      03        2.47      1.52
  1987      04        3.97      1.87
  1987      05        3.26      1.09
  1987      06        2.93      1.75
  1987      07        3.71      2.31
  1987      08        3.14      1.09
  1987      09        3.24      1.18
  1987      10        4.67      1.36
  1987      11        4.76      1.95
  1987      12        3.07      1.25
  1988      01        5.23      1.68
  1988      02        4.30      1.73
  1988      03        5.48      1.68
  1988      04        6.28      2.23
  1988      05        5.81      1.84
  1988      06        8.05      2.58
  1988      07        9.43      2.38
  1988      08        8.55      2.65
  1988      09        9.10      2.85
  1988      10        9.46      1.89
  1988      11        8.60      2.60
  1988      12       13.13      3.70
  1989      01       14.51      3.36
  1989      02       12.40      2.44
  1989      03        9.82      2.67
  1989      04        9.41      2.32
  1989      05       10.44      2.33
  1989      06       14.73      4.11
  1989      07        9.96      2.02
  1989      08       12.83      3.51
  1989      09       14.05      5.49
  1989      10       10.92      2.43
  1989      11       14.79      4.54
  1989      12       13.04      4.58
  1990      01       13.24      3.10
  1990      02       10.09      4.45
  1990      03       10.38      3.78
  1990      04        9.71      3.46
  1990      05        9.60      2.98
  1990      06        8.79      2.74
  1990      07        9.35      3.93
  1990      08       12.21      3.81
  1990      09        9.00      2.32
  1990      10       12.05      3.67
  1990      11       11.66      3.92
  1990      12       11.59      4.15
  1991      01       13.68      5.33
  1991      02       13.34      3.65
  1991      03       11.52      2.93
  1991      04       11.39      3.23
  1991      05        9.60      2.20
  1991      06       12.17      4.00
  1991      07       12.92      3.56
  1991      08       12.63      6.56
  1991      09       11.08      2.96
  1991      10       12.55      4.82
  1991      11        9.75      2.62
  1991      12       13.69      3.41
  1992      01       12.29      4.98
  1992      02       13.97      4.36
  1992      03        8.72      2.98
  1992      04        8.73      3.44
  1992      05        7.51      1.88
  1992      06        6.36      1.65
  1992      07        7.47      2.80
  1992      08        6.28      2.03
  1992      09        5.37      1.36
  1992      10        7.87      2.59
  1992      11        8.06      2.03
  1992      12        8.09      2.26
  1993      01        5.76      2.52
  1993      02        7.99      2.55
  1993      03        6.36      1.67
  1993      04        6.44      2.00
  1993      05        5.42      1.70
  1993      06        4.91      2.30
  1993      07        5.17      1.25
  1993      08        4.84      1.51
  1993      09        4.14      2.26
  1993      10        5.24      1.65
  1993      11        4.22      1.43
  1993      12        5.54      2.35
  1994      01        6.09      2.46
  1994      02        4.57      1.48
  1994      03        3.81      1.68
  1994      04        3.57      1.36
  1994      05        3.51      2.18
  1994      06        4.28      2.66
  1994      07        4.08      1.46
  1994      08        2.98      1.18
  1994      09        3.66      1.86
  1994      10        3.92      1.40
  1994      11        3.87      2.62
  1994      12        3.33      1.31
  1995      01        4.70      2.64
  1995      02        3.67      1.17
  1995      03        3.51      1.42
  1995      04        3.08      1.81
  1995      05        2.50      1.43
  1995      06        3.15      2.08
  1995      07        2.84      1.21
  1995      08        3.05      1.90
  1995      09        2.65      1.44
  1995      10        3.15      2.02
  1995      11        2.73      2.44
  1995      12        2.85      2.26
  1996      01        2.72      1.71
  1996      02        2.85      1.86
  1996      03        2.57      1.79
  1996      04        2.37      0.84
  1996      05        2.51      1.86
  1996      06        2.45      1.41
  1996      07        2.45      1.15
  1996      08        2.92      1.79
  1996      09        2.26      1.02
  1996      10        2.10      0.36
  1996      11        3.94      2.27
  1996      12        2.45      1.38
  1997      01        2.93      1.79
  1997      02        2.54      1.34
  1997      03        2.27      1.12
  1997      04        2.87      1.56
  1997      05        2.52      1.35
  1997      06        2.28      0.83
  1997      07        3.77      1.91
  1997      08        3.37      1.65
  1997      09        4.34      1.85
  1997      10        3.38      1.18
  1997      11        4.43      1.59
  1997      12        4.41      1.55
  1998      01        4.27      1.89
  1998      02        4.37      1.62
  1998      03        5.65      1.76
  1998      04        6.50      3.01
  1998      05        4.69      1.21
  1998      06        5.66      2.10
  1998      07        6.10      1.65
  1998      08        7.18      1.77
  1998      09        8.11      2.25
  1998      10        6.07      2.32
  1998      11        6.54      2.65
  1998      12        8.84      3.08
  1999      01        7.16      2.82
  1999      02        6.69      3.42
  1999      03        6.44      2.37
  1999      04        6.94      3.35
  1999      05        8.31      2.06
  1999      06       10.29      3.12
  1999      07        8.92      2.27
  1999      08       12.39      4.10
  1999      09        6.26      1.66
  1999      10        9.64      3.46
  1999      11       11.89      4.22
  1999      12        8.79      2.97
  2000      01        9.26      4.80
  2000      02       10.23      2.49
  2000      03       11.87      2.87
  2000      04        9.79      3.49
  2000      05        9.79      2.75
  2000      06        8.62      1.90
  2000      07       11.31      4.03
  2000      08        8.94      2.62
  2000      09       10.16      4.46
  2000      10        7.56      2.24
  2000      11        8.51      2.40
  2000      12        8.10      2.67
  2001      01        8.86      3.10
  2001      02        7.98      1.86
  2001      03       10.68      5.57
  2001      04        9.24      2.42
  2001      05        8.11      2.21
  2001      06       10.57      2.49
  2001      07        8.28      1.76
  2001      08        9.06      2.21
  2001      09       11.81      3.00
  2001      10       11.23      1.67
  2001      11       12.75      3.20
  2001      12       12.40      2.68
  2002      01       11.00      3.42
  2002      02       10.91      2.54
  2002      03        8.84      2.34
  2002      04        9.44      2.07
  2002      05        9.65      2.56
  2002      06        7.44      2.05
  2002      07       10.02      4.85
  2002      08        9.42      2.61
  2002      09        9.76      2.27
  2002      10        7.89      1.63
  2002      11        7.89      2.35
  2002      12        8.86      3.69
  2003      01        7.05      2.26
  2003      02        5.51      1.88
  2003      03        7.00      2.94
  2003      04        6.20      2.28
  2003      05        6.10      2.29
  2003      06        7.40      2.62
  2003      07        7.58      2.53
  2003      08        7.13      1.77
  2003      09        5.62      1.76
  2003      10        7.95      4.51
  2003      11        5.99      3.02
  2003      12        5.06      2.16
  2004      01        4.97      1.62
  2004      02        5.69      2.38
  2004      03        4.77      1.87
  2004      04        4.78      1.66
  2004      05        5.32      1.76
  2004      06        6.24      2.77
  2004      07        7.58      4.29
  2004      08        5.16      1.81
  2004      09        4.91      1.64
  2004      10        5.00      2.44
  2004      11        4.99      1.93
  2004      12        3.27      1.05
  2005      01        3.98      2.24
  2005      02        3.88      1.69
  2005      03        3.64      1.32
  2005      04        3.50      1.37
  2005      05        5.51      1.75
  2005      06        4.89      1.96
  2005      07        5.41      2.89
  2005      08        5.02      1.78
  2005      09        3.85      2.20
  2005      10        2.76      1.94
  2005      11        3.64      1.82
  2005      12        3.67      1.15
  2006      01        2.86      1.56
  2006      02        2.98      2.00
  2006      03        3.48      2.29
  2006      04        4.44      2.29
  2006      05        3.71      1.37
  2006      06        3.04      1.21
  2006      07        2.25      0.81
  2006      08        2.32      0.86
  2006      09        2.49      1.74
  2006      10        2.22      0.92
  2006      11        3.19      1.53
  2006      12        3.14      1.74
  2007      01        2.70      0.81
  2007      02        2.42      1.14
  2007      03        2.65      1.14
  2007      04        2.26      1.01
  2007      05        2.58      1.84
  2007      06        3.01      1.58
  2007      07        1.86      0.54
  2007      08        1.86      1.19
  2007      09        2.07      0.38
  2007      10        2.18      1.10
  2007      11        2.30      0.69
  2007      12        2.85      1.44
  2008      01        2.34      1.49
  2008      02        2.25      0.76
  2008      03        2.53      0.89
  2008      04        2.11      0.86
  2008      05        2.70      1.70
  2008      06        2.02      1.40
  2008      07        1.99      0.29
  2008      08        2.04      0.21
  2008      09        2.21      0.98
  2008      10        2.33      1.48
  2008      11        2.02      1.05
  2008      12        2.00      0.11
  2009      01        1.85      0.40
  2009      02        2.18      0.68
  2009      03        2.00      0.18
  2009      04        2.15      0.50
  2009      05        2.25      0.70
  2009      06        2.45      1.36
  2009      07        2.32      0.99
  2009      08        2.00      0.00
  2009      09        2.16      0.57
  2009      10        2.51      1.12
  2009      11        2.72      1.39
  2009      12        2.82      2.06
  2010      01        2.14      1.17
  2010      02        2.49      1.58
  2010      03        3.01      2.13
  2010      04        2.80      1.75
  2010      05        2.95      1.73
  2010      06        2.60      1.48
  2010      07        3.25      1.12
  2010      08        3.16      1.36
  2010      09        3.61      2.00
  2010      10        3.50      1.75
  2010      11        3.35      1.30
  2010      12        3.33      1.58
  2011      01        2.92      0.91
  2011      02        4.73      2.02
  2011      03        6.51      2.46
  2011      04        5.89      1.88
  2011      05        4.73      1.81
  2011      06        4.65      1.64
  2011      07        4.55      1.53
  2011      08        5.37      1.69
  2011      09        8.40      2.61
  2011      10        8.67      2.57
  2011      11        9.60      2.42
  2011      12        7.89      3.25
  2012      01        6.70      1.98
  2012      02        4.14      1.33
  2012      03        7.07      2.61
  2012      04        6.56      2.33
  2012      05        6.91      1.95
  2012      06        5.94      2.73
  2012      07        6.94      2.31
  2012      08        5.93      2.49
  2012      09        7.02      3.79
  2012      10        4.79      1.64
  2012      11        6.11      2.48
  2012      12        4.84      1.61
  2013      01        5.62      2.37
  2013      02        4.16      1.29
  2013      03        5.82      2.19
  2013      04        6.54      1.65
  2013      05        8.06      2.29
  2013      06        4.98      1.92
  2013      07        6.42      2.08
  2013      08        6.30      2.04
  2013      09        4.84      2.19
  2013      10        7.82      2.35
  2013      11        7.62      3.40
  2013      12        8.58      2.25
  2014      01        7.77      2.22
  2014      02       10.29      2.74
  2014      03        8.45      2.10
  2014      04        6.66      2.57
  2014      05        7.18      2.29
  2014      06        7.26      2.14
  2014      07        6.84      3.56
  2014      08        7.01      2.45
  2014      09        8.22      2.51
  2014      10        6.75      2.85
  2014      11        8.20      2.71
  2014      12        7.15      2.99
  2015      01        6.68      2.43
  2015      02        4.64      1.67
  2015      03        4.02      2.13
  2015      04        6.30      3.64
  2015      05        6.49      4.04
  2015      06        5.18      2.67
  2015      07        4.85      2.27
  2015      08        4.57      1.54
  2015      09        5.62      2.40
  2015      10        4.67      2.10
  2015      11        4.60      1.56
  2015      12        4.74      1.96
  2016      01        4.14      1.46
  2016      02        4.41      2.26
  2016      03        4.28      2.22
  2016      04        2.86      1.65
  2016      05        3.95      1.87
  2016      06        1.70      1.51
  2016      07        3.27      2.36
  2016      08        4.18      1.42
  2016      09        3.28      1.51
  2016      10        2.58      1.47
  2016      11        1.87      1.71
  2016      12        1.85      1.63
  2017      01        2.07      1.43
  2017      02        3.04      1.84
  2017      03        1.54      1.97
  2017      04        2.53      2.16
  2017      05        1.46      1.40
  2017      06        1.30      0.75
  2017      07        1.96      1.89
  2017      08        2.36      1.64
  2017      09        2.99      2.97
  2017      10        0.86      0.94
  2017      11        0.37      0.49
  2017      12        0.96      1.17
  2018      01        0.96      1.45
  2018      02        0.81      0.77
  2018      03        0.24      0.49
  2018      04        0.98      1.12
  2018      05        1.18      1.28
  2018      06        1.29      1.20
  2018      07        0.35      1.06
  2018      08        0.60      0.64
  2018      09        0.29      0.54
  2018      10        0.55      1.19
